round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
116,0.40603448275862075,0.05092048077800813,0.0,0.0,0.40603448275862075
117,0.4051282051282052,0.0494250676745332,0.0,0.0,0.4051282051282052
118,0.40338983050847466,0.049733561868207495,0.0,0.0,0.40338983050847466
119,0.4042016806722689,0.05090106796943802,0.0,0.0,0.4042016806722689
120,0.4033333333333333,0.05071708018234313,0.0,0.0,0.4033333333333333
121,0.40413223140495874,0.05271794523575889,0.0,0.0,0.40413223140495874
122,0.40491803278688526,0.05377449005526795,0.0,0.0,0.40491803278688526
123,0.40487804878048783,0.05253819324033662,0.0,0.0,0.40487804878048783
124,0.4024193548387097,0.051694743582378536,0.0,0.0,0.4024193548387097
125,0.404,0.05369543742255948,0.0,0.0,0.404
126,0.40714285714285714,0.05476190476190476,0.0,0.0,0.40714285714285714
127,0.40708661417322833,0.055460131190363256,0.0,0.0,0.40708661417322833
128,0.40546875,0.054177307648705646,0.0,0.0,0.40546875
129,0.4062015503875969,0.05156058650640585,0.0,0.0,0.4062015503875969
130,0.4069230769230769,0.048461538461538466,0.0,0.0,0.4069230769230769
131,0.4083969465648855,0.04961832061068702,0.0,0.0,0.4083969465648855
132,0.4083333333333333,0.04856172881981014,0.0,0.0,0.4083333333333333
133,0.4090225563909774,0.05023546793530847,0.0,0.0,0.4090225563909774
134,0.40820895522388057,0.04894179830468536,0.0,0.0,0.40820895522388057
135,0.40888888888888886,0.04866390431305731,0.0,0.0,0.40888888888888886
136,0.4102941176470588,0.05049495503938057,0.0,0.0,0.4102941176470588
137,0.4087591240875913,0.050781101112192945,0.0,0.0,0.4087591240875913
138,0.408695652173913,0.052374814491572906,0.0,0.0,0.408695652173913
139,0.4071942446043165,0.05169854452725665,0.0,0.0,0.4071942446043165
140,0.40857142857142864,0.05237229365663818,0.0,0.0,0.40857142857142864
141,0.4085106382978724,0.05006911374389444,0.0,0.0,0.4085106382978724
142,0.4091549295774648,0.05072867172803382,0.0,0.0,0.4091549295774648
143,0.4104895104895105,0.05158261148506301,0.0,0.0,0.4104895104895105
144,0.4097222222222222,0.05007710104811096,0.0,0.0,0.4097222222222222
145,0.4089655172413794,0.04886828617394999,0.0,0.0,0.4089655172413794
146,0.4095890410958904,0.04772945586351876,0.0,0.0,0.4095890410958904
147,0.41020408163265315,0.046938775510204075,0.0,0.0,0.41020408163265315
148,0.41013513513513516,0.04872835062730485,0.0006756756756756757,0.002027027027027027,0.4094594594594595
149,0.4100671140939597,0.05008438444780037,0.0013422818791946308,0.0026845637583892616,0.4087248322147651
150,0.4086666666666667,0.05068859174738762,0.0013333333333333335,0.002666666666666667,0.4073333333333333
151,0.4105960264900662,0.052229785836106914,0.0013245033112582781,0.0026490066225165563,0.40927152317880794
152,0.41052631578947363,0.05338279677658103,0.003289473684210526,0.005304116939670099,0.4072368421052631
153,0.4104575163398693,0.05435456963736415,0.004575163398692811,0.006568546157595354,0.4058823529411765
154,0.41103896103896104,0.05456477703518368,0.004545454545454545,0.00652589326046811,0.4064935064935065
155,0.40838709677419355,0.05421274621560186,0.005806451612903225,0.007327623672000352,0.40258064516129033
156,0.40897435897435896,0.054377718103714105,0.00641025641025641,0.008108404256841999,0.4025641025641026
157,0.4082802547770701,0.05606904745651419,0.0070063694267515925,0.008756514066794598,0.4012738853503185
